,amoxicillin,ampicillin,aztreonam,cefepime,cefotaxime,cefoxitin,ceftazidime,cefuroxime,ciprofloxacin,gentamicin,piperacillin,tobramycin,trimethoprim,sulfamethoxazole
1178,,1,1,0,1,0,1,1,0,0,0,0,0,
1179,,1,0,0,0,0,0,0,1,0,0,0,1,
1180,,1,0,0,0,0,0,0,0,0,0,0,0,
1181,,1,,,1,0,0,1,0,0,0,0,0,
1182,,1,1,1,1,0,1,1,1,0,0,1,1,
1183,,1,0,0,0,,0,1,0,0,0,0,0,
1184,,1,0,0,0,0,0,0,0,0,0,0,1,
1185,,1,0,0,0,0,0,1,1,0,0,1,1,
1186,,1,0,0,0,0,0,0,0,0,0,0,0,
1187,,1,1,,1,0,,1,1,0,0,1,1,
1188,,1,,0,1,1,1,1,,0,0,0,0,
1189,,1,0,0,0,0,0,0,0,0,0,0,1,
1190,,1,0,0,0,0,0,0,0,0,1,0,0,
1191,,1,0,0,0,0,0,0,0,0,0,0,1,
1192,,1,,0,1,0,0,1,0,0,0,0,1,
1193,,1,0,0,0,0,0,0,0,0,0,0,0,
1194,,1,0,0,0,0,0,0,0,0,0,0,0,
1195,,1,1,0,0,0,1,0,1,0,0,0,1,
1196,,1,0,0,0,0,0,0,0,0,0,0,1,
1197,,1,0,0,0,0,0,0,0,0,1,0,1,
1198,,1,0,0,0,0,0,0,0,0,0,0,0,
1199,,1,0,0,0,0,0,0,0,0,0,0,0,
1200,,1,1,0,0,1,,1,1,0,,1,1,
1201,,1,0,0,0,0,0,0,0,0,0,0,0,
1202,,1,0,0,0,0,0,1,0,0,0,0,1,
1203,,1,0,0,0,0,0,0,0,0,0,0,0,
1204,,1,0,0,0,0,0,0,1,0,0,0,0,
1205,,1,0,0,0,0,0,0,0,0,0,0,1,
1206,,1,0,0,0,0,0,0,0,0,0,0,1,
1207,,1,0,0,0,0,0,1,0,0,0,0,0,
1208,,1,0,0,0,0,0,1,0,0,0,0,0,
1209,,1,0,0,0,0,0,0,0,0,0,0,0,
1210,,1,0,0,0,0,0,0,0,0,1,0,0,
1211,,1,0,0,0,0,0,0,0,0,0,0,1,
1212,,1,0,0,0,0,0,1,1,1,0,1,0,
1213,,1,0,0,0,0,0,0,1,0,0,0,1,
1214,,1,0,0,0,0,0,0,0,0,1,0,0,
1215,,1,,0,0,1,,1,1,0,0,0,1,
1216,,1,0,0,0,0,0,0,0,0,1,0,1,
1217,,1,0,0,1,0,0,1,1,0,0,1,1,
1218,,1,0,0,0,,0,1,0,0,1,0,0,
1219,,1,0,0,0,0,0,0,0,0,0,0,0,
1220,,1,0,0,0,0,0,1,1,0,0,1,1,
1221,,1,0,0,0,,0,1,1,1,0,1,1,
1222,,1,0,0,0,0,0,0,0,0,0,0,0,
1223,,1,0,0,0,0,0,0,0,0,0,0,1,
1224,,1,0,0,0,0,0,0,0,0,0,0,1,
1225,,1,0,0,1,0,0,1,1,0,0,1,1,
1226,,1,0,0,0,0,0,0,0,0,0,0,0,
1227,,1,0,,,0,0,1,0,0,0,0,1,
1228,,1,0,0,0,0,0,0,,0,0,0,1,
1229,,1,0,0,0,0,0,0,1,0,0,0,1,
1230,,1,0,0,0,0,0,0,1,0,0,0,0,
1231,,1,0,0,0,,0,1,1,0,0,0,1,
1232,,1,0,0,0,0,0,0,0,0,1,0,0,
1233,,1,0,0,0,0,0,0,0,0,0,0,1,
1234,,1,0,0,0,,0,1,0,1,0,1,1,
1235,,1,0,0,0,0,0,0,0,0,0,0,0,
1236,,1,0,0,0,0,0,0,0,0,0,0,1,
1237,,1,0,0,0,0,0,0,0,0,0,0,1,
1238,,1,0,0,0,0,0,0,1,0,0,0,0,
1239,,1,,0,0,,0,1,0,0,0,0,0,
1240,,1,0,0,0,0,0,0,0,0,0,0,0,
1241,,1,0,0,0,0,0,0,0,0,0,0,1,
1242,,1,0,0,0,0,0,0,1,0,0,0,1,
1243,,1,0,0,0,0,0,0,0,0,0,0,0,
1244,,1,0,0,0,0,0,0,1,1,1,,1,
1245,,1,0,0,0,0,0,0,1,0,0,0,0,
1246,,1,0,0,0,0,0,0,0,0,0,0,1,
1247,,1,0,0,0,0,0,0,0,0,0,0,0,
1248,,1,0,0,0,0,0,0,0,0,0,0,0,
1249,,1,1,,1,0,,1,1,1,0,1,1,
1250,,1,0,0,0,0,0,0,0,0,0,0,0,
1251,,1,0,0,0,0,0,0,1,0,,0,0,
1252,,1,0,0,0,0,0,0,0,0,0,0,0,
1253,,1,0,0,0,,0,1,0,0,0,0,0,
1254,,1,0,0,0,0,0,0,0,0,0,0,0,
1255,,1,0,0,0,,0,1,0,0,0,0,0,
1256,,1,,0,1,0,,1,1,0,0,1,1,
1257,,1,0,0,0,0,0,0,0,0,0,0,0,
1258,,1,0,0,0,0,0,0,1,1,0,1,1,
1259,,1,0,0,0,0,0,0,0,0,0,0,1,
1260,,1,0,0,0,0,0,1,1,1,,1,1,
1261,,1,1,1,1,0,1,1,1,0,1,1,1,
1262,,1,0,0,0,0,0,0,0,0,0,0,0,
1263,,1,0,0,0,0,0,0,0,0,0,0,0,
1264,,1,0,0,0,0,0,0,0,0,0,0,0,
1265,,1,0,0,0,0,0,0,0,0,0,0,0,
1266,,1,0,0,0,0,0,0,,1,0,1,1,
1267,,1,0,0,0,0,0,0,0,0,0,0,0,
1268,,1,0,0,0,0,0,0,0,0,0,0,0,
1269,,1,0,0,0,0,0,0,0,0,0,0,1,
1270,,1,0,0,0,0,0,0,0,,0,,1,
1271,,1,0,0,0,0,0,0,1,1,0,1,0,
1272,,1,0,0,0,0,0,0,0,0,0,0,1,
1273,,1,0,0,0,0,0,0,0,0,0,0,1,
1274,,1,0,0,0,0,0,0,1,0,0,0,1,
1275,,1,0,0,0,0,0,0,0,0,0,0,1,
1276,,1,,,1,0,0,1,0,0,0,0,0,
1277,,1,1,,1,0,1,1,1,1,0,1,1,
1278,,1,0,0,0,0,0,0,0,0,0,0,0,
1279,,1,0,0,0,0,0,0,0,0,0,0,0,
1280,,1,0,0,0,0,0,0,0,0,0,0,1,
1281,,1,0,0,0,0,0,0,0,0,1,0,1,
1282,,1,0,0,0,,0,1,1,1,0,1,1,
1283,,1,0,0,0,0,0,0,0,0,1,0,0,
1284,,1,0,0,0,0,0,0,0,0,0,0,0,
1285,,1,0,0,0,0,0,0,0,0,0,0,1,
1286,,1,0,0,0,0,0,0,0,0,0,0,0,
1287,,1,0,0,0,0,0,0,0,0,0,0,0,
1288,,1,1,,1,0,,1,1,1,0,1,0,
1289,,1,0,0,0,0,0,0,1,0,0,0,1,
1290,,1,0,0,0,0,0,0,1,0,0,0,1,
1291,,1,0,0,0,0,0,0,0,0,1,0,1,
1292,,1,0,0,0,0,0,0,0,0,0,0,1,
1293,,1,0,0,0,0,0,0,1,0,0,0,1,
1294,,1,0,0,0,0,0,0,0,0,0,0,0,
1295,,1,0,0,0,0,0,0,0,0,0,0,1,
1296,,1,0,0,0,0,0,0,0,0,0,0,0,
1297,,1,1,,1,0,,1,1,0,0,0,0,
1298,,1,0,0,0,0,0,0,0,0,0,0,1,
1299,,1,0,0,0,0,0,0,0,0,0,0,0,
1300,,1,0,0,0,0,0,0,0,0,0,0,1,
1301,,1,0,0,0,0,0,0,0,0,0,0,1,
1302,,1,0,0,0,1,0,1,0,0,0,0,0,
1303,,1,0,0,0,0,0,0,0,0,0,0,0,
1304,,1,0,0,0,0,0,0,0,0,1,0,0,
1305,,1,0,0,0,0,0,0,1,0,0,0,0,
1306,,1,0,0,0,0,0,0,0,0,0,0,1,
1307,,1,0,0,0,0,0,0,0,0,0,0,1,
1308,,1,0,0,0,0,0,0,0,0,0,0,0,
1309,,1,0,0,0,0,0,0,0,0,1,0,0,
1310,,1,0,0,0,0,0,0,0,0,0,0,1,
1311,,1,0,0,0,0,0,0,0,0,0,0,1,
1312,,1,1,,1,0,,1,1,1,0,1,1,
1313,,1,0,0,0,0,0,0,0,0,0,0,1,
1314,,1,0,0,0,0,0,0,0,0,0,0,0,
1315,,1,0,0,0,0,0,0,0,0,0,0,0,
1316,,1,0,0,0,0,0,0,0,0,,0,1,
1317,,1,0,0,0,0,0,0,0,0,1,0,0,
1318,,1,0,0,0,0,0,0,1,0,,0,,
1319,,1,1,1,1,,,1,0,0,0,0,1,
1320,,1,0,0,0,0,0,0,1,0,0,0,1,
1321,,1,0,0,0,0,0,0,0,1,0,1,1,
1322,,1,0,0,0,0,0,0,1,0,0,0,1,
1323,,1,1,1,1,0,1,1,1,0,0,1,1,
1324,,1,0,0,0,0,0,0,1,0,,0,0,
1325,,1,0,0,0,0,0,0,0,0,0,0,1,
1326,,1,0,0,0,0,0,0,0,0,0,0,1,
1327,,1,0,0,0,0,0,0,0,0,1,0,0,
1328,,1,0,0,0,0,0,0,0,0,0,0,1,
1329,,1,0,0,0,0,0,0,0,1,0,1,0,
1330,,1,0,0,0,0,0,0,0,0,0,0,0,
1331,,1,0,0,0,0,0,0,0,0,0,0,0,
1332,,1,0,0,1,0,0,1,1,0,0,1,1,
1333,,1,0,0,0,0,0,0,0,0,0,0,0,
1334,,1,0,0,0,0,0,0,0,0,0,0,0,
1335,,1,0,0,0,0,0,0,0,0,0,0,1,
1336,,1,,0,1,0,,1,1,0,0,0,1,
1337,,1,0,0,0,0,0,0,0,0,0,0,0,
1338,,1,0,0,0,0,0,0,0,0,0,0,0,
1339,,1,0,0,0,0,0,0,0,0,0,0,1,
1340,,1,,0,0,,,1,0,0,0,0,0,
1341,,1,0,0,0,0,0,0,1,1,0,1,1,
1342,,1,0,0,0,0,0,1,0,0,0,0,0,
1343,,1,0,0,0,0,0,0,0,0,0,0,1,
1344,,1,0,0,0,0,0,0,0,0,0,0,0,
1345,,1,0,0,0,0,0,0,1,0,1,1,1,
1346,,1,0,0,0,0,0,0,0,0,0,0,0,
1347,,1,,0,1,0,,1,1,0,0,0,1,
1348,,1,0,0,0,0,0,0,0,0,0,0,0,
1349,,1,,0,1,0,,1,1,0,0,1,1,
1350,,1,0,0,0,0,0,0,0,0,0,0,1,
1351,,1,0,0,0,0,0,0,0,0,0,0,0,
1352,,1,0,0,0,0,0,0,0,0,0,0,0,
1353,,1,0,0,0,0,0,0,0,0,0,0,0,
1354,,1,0,0,0,0,0,0,0,0,1,0,1,
1355,,1,1,1,1,0,1,1,1,1,0,1,1,
1356,,1,1,,1,0,1,1,1,0,0,0,1,
1357,,1,0,0,0,0,0,0,0,0,0,0,0,
1358,,1,0,0,0,0,0,0,0,0,0,0,0,
1359,,1,0,0,0,0,0,0,0,0,0,0,0,
1360,,1,0,0,0,0,0,0,0,0,0,0,1,
1361,,1,0,0,0,0,0,0,0,0,0,0,1,
1362,,1,0,0,0,0,0,0,0,0,0,0,0,
1363,,1,0,0,0,0,0,0,,0,0,0,1,
1364,,1,0,0,0,0,0,0,0,0,0,0,0,
1365,,1,0,0,0,0,0,0,1,0,0,0,0,
1366,,1,1,0,1,1,1,1,1,0,1,0,0,
1367,,1,0,0,0,0,0,0,0,0,0,0,1,
1368,,1,0,0,0,0,0,0,0,0,0,0,1,
1369,,1,0,0,0,0,0,0,0,0,0,0,1,
1370,,1,,,1,,1,,1,1,,,,
1371,,1,,,1,,1,,1,1,,,,
1372,,1,,,1,,1,,1,1,,,,
1373,,1,,,1,,1,,0,0,1,,,
1374,,1,,,1,,1,,0,1,1,,,
1375,,1,,,1,,1,,0,1,1,,,
1376,,1,,,1,,1,,0,0,1,,,
1377,,1,,,1,,1,,1,0,1,,,
1378,,1,,,1,,1,,1,0,1,,,
1379,,1,,,1,,1,,1,0,1,,,
1380,,1,,,,,1,,1,1,1,,1,
1381,,1,,,,,1,,1,1,1,,1,
1382,,1,,,1,,1,,1,,1,,,
1383,,1,,,1,,1,,1,,1,,,
1384,,1,,,1,,1,,1,1,,,,
1385,,1,,,1,,1,,1,1,,,,
1386,,1,,,1,,1,,1,1,,,,
1387,,1,,,1,,1,,1,0,1,,,
1388,,1,,,1,,1,,1,0,1,,,
1389,,1,,,1,,1,,1,0,1,,,
1390,,1,,,1,,1,,1,0,1,,,
1391,,1,,,1,,1,,1,1,1,,,
1392,,1,,,1,,1,,1,0,1,,,
1393,,1,,,1,,1,,1,0,1,,,
1394,,1,,,1,,1,,1,1,,,,
1395,,1,,,1,,1,,1,0,1,,,
1396,,1,,,1,,1,,1,0,1,,,
1397,,1,,,1,,1,,1,0,1,,,
1398,,1,,,1,,1,,1,0,1,,,
1399,,1,,,1,,1,,1,0,1,,,
1400,,1,,,1,,1,,1,0,1,,,
1401,,1,,,1,,1,,1,1,,,,
1402,,1,,,1,,1,,1,1,,,,
1403,,1,,,1,,1,,1,1,1,,,
1404,,1,,,1,,1,,1,1,1,,,
1405,,1,,,1,,1,,1,1,1,,,
1406,,1,,,1,,1,,1,1,1,,,
1407,,1,,,1,,1,,1,1,1,,,
1408,,1,,,1,,1,,1,1,1,,,
1409,,1,,,1,,1,,1,1,1,,,
1410,,1,,,1,,1,,1,1,1,,,
1411,,1,,,1,,1,,1,1,1,,,
1412,,1,,,1,,1,,1,1,0,,,
1413,,1,,,1,,1,,1,1,0,,,
1414,,1,,,1,,1,,1,1,0,,,
1415,,1,,,1,,1,,1,1,0,,,
1416,,1,,,1,,1,,1,1,0,,,
1417,,1,,,1,,1,,1,1,1,,,
1418,,1,,,1,,1,,1,1,1,,,
1419,,1,,,1,,1,,1,1,1,,,
1420,,1,,,0,,0,,1,0,0,,,
1421,,1,1,1,1,,1,1,1,1,1,,1,1
1422,,1,1,1,1,,1,1,1,1,1,,1,1
1423,,1,1,1,1,1,1,,1,1,,1,,1
1424,,1,1,1,1,0,1,,0,1,0,1,,1
1425,,1,1,0,1,1,1,,1,0,1,1,,1
1426,,1,0,0,0,0,0,,0,0,0,1,,1
1427,,1,1,1,1,1,1,,1,0,1,0,,1
1428,,1,1,1,1,1,1,,1,0,,1,,0
1429,,1,1,1,1,0,1,,1,1,0,1,,1
1430,,1,1,0,1,1,1,,1,0,,,,1
1431,,1,1,1,1,1,1,,1,1,1,1,,1
1432,,1,1,1,1,1,1,,1,0,1,1,,1
1433,,1,1,0,1,1,1,,1,0,0,0,,0
1434,,1,1,0,1,1,1,,1,0,,0,,1
1435,,1,0,1,1,1,1,,1,0,1,0,,1
1436,,1,1,1,1,,1,,1,,1,1,,1
1437,,1,1,1,1,1,1,,0,0,1,0,,0
1438,,1,1,1,1,1,1,,1,0,1,0,,1
1439,,1,1,1,1,1,0,,1,1,,1,,1
1440,,1,0,0,1,0,0,,0,1,0,1,,1
1441,,1,,0,,1,0,,1,0,0,0,,0
1442,,1,1,0,1,1,1,,0,0,0,0,,0
1443,,1,,0,,0,1,,1,1,1,1,,1
1444,,1,,1,,1,1,,1,0,1,1,,1
1445,,1,,0,,0,0,,1,0,0,0,,0
1446,,1,,0,,0,0,,1,0,0,0,,0
1447,,1,,0,,,0,,1,0,0,0,,1
1448,,1,,,,,1,,1,0,0,0,,1
1449,,1,,0,,0,0,,1,0,0,0,,0
1450,,1,,1,,,0,,1,0,,,,1
1451,,1,,0,,1,1,,0,0,,0,,0
1452,,1,,1,,0,0,,1,0,0,0,,0
1453,,1,,0,,0,0,,1,0,0,0,,1
1454,,1,,0,,0,0,,1,0,0,0,,1
1455,,1,,1,,0,0,,1,0,0,0,,0
1456,,1,,,,0,1,,1,1,,1,,1
1457,,1,,,,0,,,1,0,0,0,,1
1458,,1,,,,1,,,1,0,,1,,1
1459,,1,,1,,0,1,,1,0,0,0,,1
1460,,1,,,,,1,,1,0,0,0,,1
1461,,1,,1,,0,1,,1,0,0,0,,1
1462,,1,,0,,0,1,,1,1,0,,,1
1463,,1,,0,,1,1,,1,0,1,0,,1
1464,,1,,,,,0,,1,0,,1,,1
1465,,1,,0,,1,1,,0,0,,0,,0
1466,,1,1,1,,,1,,1,0,,,,1
1467,,1,,1,,0,1,,1,0,0,1,,1
1468,,1,,1,,0,1,,1,0,0,0,,1
1469,,1,,1,,1,1,,1,1,1,1,,1
1470,,1,,1,,0,1,,1,1,0,,,0
1471,,1,,0,,0,1,,1,1,0,0,,1
1472,,1,,1,,0,1,,1,0,1,1,,1
1473,,1,,1,,1,1,,1,1,1,1,,1
1474,,1,,0,,0,1,,1,1,0,,,0
1475,,1,,1,,0,1,,0,0,0,0,,1
1476,,1,,1,,0,1,,1,0,0,0,,0
1477,,1,,1,,,1,,1,1,0,1,,0
1478,,1,,0,,,1,,1,1,0,1,,0
1479,,1,,1,,0,,,1,0,0,1,,0
1480,,1,,0,,0,0,,1,0,0,,,1
1481,,1,,0,,1,1,,0,0,0,0,,0
1482,,1,,1,,,1,,1,1,0,,,0
1483,,1,,0,,0,0,,0,1,0,,,1
1484,,1,,1,,1,1,,1,1,1,1,,0
1485,,1,,1,,1,1,,1,1,1,1,,1
1486,,1,,1,,1,1,,1,1,1,1,,1
1487,,1,,1,,1,1,,1,1,1,1,,0
1488,,1,,0,,0,1,,0,0,0,0,,1
1489,,1,,0,,0,1,,0,0,0,0,,0
1490,,1,,0,,0,1,,1,0,0,0,,0
1491,,1,,0,,1,1,,0,0,0,0,,0
1492,,1,,0,,0,1,,1,1,,1,,1
1493,,1,0,,1,,,,1,1,,,,1
1494,,1,,1,,0,1,,1,0,1,0,,1
1495,,1,,0,,0,0,,0,1,0,,,0
1496,,1,,,,1,1,,0,1,0,1,,1
1497,,1,,1,,1,1,,0,1,,0,,1
1498,,1,,0,,0,1,,0,0,0,0,,1
1499,,1,,1,,1,1,,0,0,0,0,,0
1500,,1,,0,,,1,,1,1,0,1,,0
1501,,1,,0,,1,1,,1,0,0,0,,1
1502,,1,,1,,0,0,,1,0,0,0,,0
1503,,1,,0,,0,1,,1,0,,1,,0
1504,,1,,0,,0,0,,,0,0,0,,1
1505,,1,,0,,0,0,,1,0,,1,,1
1506,,1,,0,,0,0,,1,0,0,0,,0
1507,,1,,0,,,1,,1,0,0,0,,1
1508,,1,,0,,1,0,,1,0,0,0,,0
1509,,1,,1,,,1,,1,1,,1,,0
1510,,1,,1,,0,1,,0,0,0,0,,1
1511,,1,,0,,0,0,,0,0,0,0,,1
1512,,1,,0,,0,0,,0,1,0,0,,1
1513,,1,,0,,0,1,,1,0,0,1,,1
1514,,1,,1,,0,1,,0,0,0,0,,0
1515,,1,,0,,1,1,,0,0,1,0,,0
1516,,1,,0,,0,0,,0,0,1,0,,0
1517,,1,,1,,1,1,,1,0,1,0,,1
1518,,1,,1,,1,1,,1,1,0,1,,1
1519,,1,,0,,0,0,,1,0,0,0,,1
1520,,1,,0,,,1,,1,1,0,1,,1
1521,,1,,1,,1,1,,1,1,,1,,1
1522,,1,,0,,0,0,,0,0,0,0,,0
1523,,1,,0,,0,0,,0,0,,0,,1
1524,,1,,0,,0,,,,0,0,0,,1
1525,,1,,0,,0,0,,1,1,0,,,0
1526,,1,,0,,0,0,,1,0,0,0,,1
1527,,1,,0,,0,0,,1,1,0,,,0
1528,,1,,0,,1,1,,0,0,0,0,,0
1529,,1,,0,,0,1,,1,0,0,0,,1
1530,,1,,0,,,1,,1,0,0,0,,0
1531,,1,,0,,0,0,,0,0,0,0,,1
1532,,1,,0,,0,0,,1,0,0,0,,1
1533,,1,,0,,0,0,,1,0,0,0,,1
1534,,1,,0,,0,0,,1,0,0,0,,1
1535,,1,,0,,1,1,,0,0,0,0,,0
1536,,1,,0,,0,1,,1,1,0,1,,1
1537,,1,,0,,0,0,,0,0,0,0,,1
1538,,1,,1,,0,1,,1,1,,1,,0
1539,,1,,0,,0,0,,0,0,0,0,,0
1540,,1,,0,,0,0,,1,0,0,0,,0
1541,,1,,1,,1,1,,1,0,,1,,0
1542,,1,,0,,,1,,1,0,0,0,,1
1543,,1,,0,,0,1,,1,0,0,0,,0
1544,,1,,0,,,0,,1,0,0,0,,0
1545,,1,,1,,1,1,,1,0,,1,,0
1546,,1,,1,,,1,,,1,0,1,,1
1547,,1,,0,,,0,,1,0,0,0,,0
1548,,1,,0,,1,1,,1,0,1,1,,1
1549,,1,,0,,,1,,1,0,0,0,,0
1550,,1,,0,,1,0,,0,0,0,0,,0
1551,,1,,0,,0,0,,1,0,0,0,,1
1552,,1,,0,,1,1,,1,,,,,1
1553,,1,,0,,0,1,,0,0,0,0,,1
1554,,1,,1,,,1,,1,0,0,,,1
1555,,1,,0,,1,,,0,0,0,0,,0
1556,,1,,1,,1,1,,1,0,,1,,1
1557,,1,,0,,0,1,,1,1,0,1,,0
1558,,1,,0,,,0,,1,0,0,0,,1
1559,,1,,0,,0,0,,0,0,0,0,,1
1560,,1,,0,,,0,,1,0,0,0,,1
1561,,1,,0,,0,0,,0,0,,0,,0
1562,,1,,,,0,1,,1,0,0,0,,1
1563,,1,,0,,1,1,,0,1,0,0,,1
1564,,1,,1,,0,0,,1,0,0,0,,0
1565,,1,0,0,0,,0,,1,0,0,0,,0
1566,,1,0,0,0,,1,,1,0,0,0,,1
1567,,1,1,0,,,,,1,1,0,,,1
1568,,1,1,0,,,,,1,1,0,,,1
1569,,1,1,,,,,,1,1,0,,,1
1570,,1,1,0,,,,,1,0,0,,,1
1571,,1,1,,,,,,1,1,0,,,0
1572,,1,1,,,,,,1,1,,,,1
1573,,1,1,,,,,,1,1,0,,,1
1574,,1,1,0,,,,,1,1,0,,,1
1575,,1,1,0,,,,,1,0,0,,,1
1576,,1,1,,,,,,0,1,0,,,1
1577,,1,1,1,,,,,1,1,0,,,1
1578,,1,1,0,,,,,1,1,0,,,1
1579,,1,1,0,,,,,1,1,0,,,1
1580,,1,1,0,,,,,1,0,0,,,1
1581,,1,0,0,,,,,1,0,0,,,1
1582,,1,1,,,,,,0,1,0,,,1
1583,,1,1,1,,,,,1,0,0,,,1
1584,,1,0,0,,,,,1,0,0,,,0
1585,,1,1,1,,,,,1,0,0,,,0
1586,,1,1,1,,,,,1,0,0,,,0
1587,,1,1,,,,,,1,1,0,,,1
1588,,1,1,,,,,,1,1,0,,,0
1589,,1,0,0,,,,,0,0,0,,,0
1590,,1,1,,,,,,1,0,0,,,0
1591,,1,0,0,,,,,1,0,0,,,1
1592,,1,1,,,,,,1,1,0,,,1
1593,,1,1,1,,,,,1,1,0,,,1
1594,,1,1,,,,,,1,1,0,,,1
1595,,1,1,,,,,,1,1,0,,,1
1596,,1,1,0,,,,,1,0,0,,,0
1597,,1,0,0,,,,,0,0,0,,,0
1598,,1,1,,,,,,1,1,0,,,1
1599,,1,0,0,,,,,1,0,0,,,1
1600,,1,1,,,,,,1,1,0,,,1
1601,,1,1,,,,,,1,1,0,,,1
1602,,1,1,1,,,,,1,1,0,,,1
1603,,1,1,,,,,,1,1,0,,,1
1604,,1,1,,,,,,1,1,0,,,1
1605,,1,1,,,,,,1,1,0,,,1
1606,,1,1,1,,,,,1,1,0,,,1
1607,,1,1,1,,,,,1,1,0,,,1
1608,,1,1,,,,,,1,1,0,,,1
1609,,1,1,0,,,,,1,1,0,,,0
1610,,1,1,1,,,,,1,1,0,,,1
1611,,1,0,0,,,,,0,0,0,,,0
1612,,1,1,,,,,,1,1,0,,,1
1613,,1,1,,,,,,1,1,0,,,1
1614,,1,1,,,,,,1,1,0,,,0
1615,,1,0,0,,,,,0,0,0,,,0
1616,,1,1,0,,,,,1,0,0,,,1
1617,,1,1,,,,,,1,1,0,,,1
1618,,1,1,0,,,,,1,1,0,,,1
1619,,1,1,0,,,,,1,1,0,,,1
1620,,1,1,1,1,1,1,,1,0,1,0,,1
1621,,1,1,0,1,1,1,,1,1,1,,,1
1622,,1,1,1,1,1,1,,1,0,1,1,,1
1623,,1,1,1,1,1,1,,1,0,1,1,,1
1624,,1,1,1,1,1,1,,1,1,1,1,,1
1625,,1,1,0,1,1,1,,1,0,1,0,,0
1626,,1,1,1,1,,1,,1,,1,1,,0
1627,,1,1,1,1,1,1,,1,0,1,1,,0
1628,,1,1,,1,,1,,1,,1,1,,0
1629,,1,1,1,1,1,1,,1,0,1,0,,0
1630,,1,1,1,1,1,1,,1,,,1,,0
1631,,1,1,0,1,0,1,,1,0,1,,,1
1632,,1,1,0,1,,1,,1,0,1,,,1
1633,,1,1,1,1,1,1,,1,0,1,0,,1
1634,,1,1,1,1,1,,,1,1,1,1,,1
1635,,1,1,0,1,1,1,,0,0,1,0,,0
1636,,1,0,0,0,,0,,0,1,0,,,1
1637,,1,0,0,0,0,0,,0,0,0,0,,0
1638,,1,0,0,0,0,0,,1,0,0,0,,0
1639,,1,1,1,1,0,1,,1,1,1,,,0
1640,,1,1,1,1,,1,,1,1,,1,,1
1641,,1,1,1,1,1,1,,0,0,1,0,,0
1642,,1,1,1,1,0,1,,1,0,1,1,,1
1643,,1,1,0,1,1,1,,0,0,1,0,,0
1644,,1,0,0,0,0,0,,0,1,0,1,,1
1645,,1,0,0,0,0,0,,1,0,0,0,,1
1646,,1,1,1,1,,1,,1,1,0,,,1
1647,,1,1,1,1,0,1,,1,0,0,,,1
1648,,1,1,0,1,1,1,,0,0,1,0,,0
1649,,1,1,1,1,0,1,,1,0,0,0,,1
1650,,1,1,,1,0,1,,1,1,1,1,,1
1651,,1,1,1,1,1,1,,1,1,,1,,0
1652,,1,1,1,1,0,1,,1,0,0,0,,1
1653,,1,1,0,1,1,1,,0,0,0,0,,0
1654,,1,0,0,,1,0,,0,0,0,0,,0
1655,,1,0,0,0,,1,,1,0,0,0,,1
1656,,1,1,0,1,1,1,,1,0,0,0,,0
1657,,1,1,0,1,1,1,,0,0,0,0,,0
1658,,1,1,1,1,,1,,1,0,0,1,,0
1659,,1,1,1,1,0,1,,1,0,0,0,,1
1660,,1,1,1,1,0,1,,1,0,0,1,,1
1661,,1,1,,0,1,0,,1,0,0,0,,1
1662,,1,1,0,1,1,1,,0,0,0,0,,1
1663,,1,1,0,1,1,1,,1,1,1,1,,0
1664,,1,1,1,1,1,1,,1,0,1,1,,1
1665,,1,1,1,1,1,1,,1,0,1,1,,1
1666,,1,1,0,1,1,1,,1,0,,0,,1
1667,,1,1,1,1,1,1,,0,0,1,0,,1
1668,,1,1,1,1,1,1,,0,0,1,0,,0
1669,,1,1,1,1,1,1,,1,1,1,,,1
1670,,1,1,1,1,1,1,,1,1,1,1,,1
1671,,1,,1,,,,,1,1,,,,1
1672,,1,,1,,,,,1,,,,,1
1673,,1,,0,,,,,1,1,,,,1
1674,,1,,0,,,,,1,0,,,,0
1675,,1,,0,,,,,1,1,,,,1
1676,,1,,1,,,,,1,0,,,,1
1677,,1,,0,,,,,1,,,,,0
1678,,1,,,,,,,1,1,,,,1
1679,,1,,1,,1,1,,1,1,1,1,,1
1680,,1,1,0,,,,,0,0,,0,,
1681,,1,1,0,,,,,1,1,,,,
1682,,1,1,0,,,,,1,0,,0,,
1683,,1,1,,,,,,1,1,,0,,
1684,,1,1,,,,,,1,1,,0,,
1685,,1,0,0,,,,,1,0,,0,,
1686,,1,,0,,,,,0,0,,0,,
1687,,1,,0,,,,,0,0,,0,,
1688,,1,1,1,,,,,1,0,,0,,
1689,,1,1,1,,,,,1,1,,1,,
1690,,1,,,,1,,,,0,,,,
1691,,1,,,,1,,,,0,,,,
1692,,1,,,,1,,,,0,,,,
1693,,1,,,,1,,,,0,,,,
1694,,0,,,0,0,0,,0,0,,,,0
1695,,0,0,0,0,0,0,1,0,0,0,0,0,
1696,,0,0,0,0,0,0,0,0,0,0,0,0,
1697,,0,0,0,0,0,0,0,0,0,0,0,0,
1698,,0,0,0,0,0,0,0,0,0,0,0,0,
1699,,0,0,0,0,0,0,0,0,0,0,0,0,
1700,,0,0,0,0,0,0,0,0,0,0,0,0,
1701,,0,0,0,0,0,0,0,0,0,0,0,0,
1702,,0,0,0,0,0,0,0,0,0,0,0,0,
1703,,0,0,0,0,0,0,0,0,0,0,0,0,
1704,,0,0,0,0,0,0,0,0,0,0,0,0,
