,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,feature_weight_sum
cefuroxime,,,,,,,,,0.0,0.004066174384206533,0.0,0.0,0.0015150739345699549,0.0,0.005858683958649635,0.0,0.047313205897808075,0.011979143135249615,0.0,0.009270897135138512,0.0,0.0,0.0,0.0014408740680664778,0.0,0.0,0.0,0.0,0.0,0.07647848129272461,0.0,0.04480275511741638,,,,,,,,,0.0,0.008929013274610043,0.002018363680690527,0.0,0.0,0.0,0.0,0.0,0.03798536956310272,0.01856793276965618,0.0,0.004712380468845367,0.0,0.0011368724517524242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.007484952919185162,0.001078206580132246,0.0,0.0007465055678039789,0.0,0.0,0.0,0.057691920548677444,0.01685289666056633,0.0,0.00023904659610707313,0.0020979740656912327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002307207090780139,0.0,0.026104288175702095,0.02430865727365017,,,,,,,,,0.0,0.0,0.0014860841911286116,0.0,0.0,0.0,0.0,0.0,0.05466374009847641,0.016191653907299042,0.0,0.00678083673119545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0399068258702755,0.0,0.014383753761649132,,,,,,,,,0.0,0.0049824281595647335,0.0006196288741193712,0.0011779185151681304,0.0,0.0,0.0026551273185759783,0.0,0.055567339062690735,0.01937386393547058,0.0,0.0012016919208690524,0.0,0.0,0.0,0.0,0.0,0.0017396543407812715,0.0,0.0,0.0,0.04096728935837746,0.0,0.06187126412987709,0.7385559767863015
PLF_561_00097047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14729149639606476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13727979362010956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12652741372585297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19474828243255615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6058469861745834
PLF_561_00071721,0.0,0.01051251869648695,0.0,0.0003628081176429987,0.007029655389487743,0.007963523268699646,0.0,0.0,0.0,0.0011060932883992791,0.0,0.0,0.0,0.0042276219464838505,0.0,0.0,0.0,0.0,0.0,0.0045911213383078575,0.03775205835700035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00028039212338626385,0.007982518523931503,0.012121334671974182,0.0,0.0,0.05028953030705452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004064366687089205,0.0,0.0,0.0,0.0,0.0,0.03694834187626839,0.029498184099793434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01091702375560999,0.0019916752353310585,0.0,0.012944181449711323,0.03331088647246361,0.0,0.0017127111786976457,0.0,0.0,0.0,0.0,0.0,0.0030008608009666204,0.0,0.0,0.0,0.0,0.0,0.034109894186258316,0.011592542752623558,0.0,0.0031899570021778345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005357414484024048,0.01929919235408306,0.0005597970448434353,0.0,0.012924081645905972,0.02463054284453392,0.0,0.001456615049391985,0.0,0.0,0.0,0.0,0.0,0.002389737870544195,0.0,0.0,0.0,0.0,0.0,0.015515212900936604,0.05488133057951927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.947923586471006e-05,0.014418967068195343,0.0037480408791452646,0.0,0.01104334183037281,0.01593223586678505,0.0,0.0016085245879366994,0.0,0.0,0.0,0.0,0.0,0.0009858646662905812,0.0,0.0,0.002722513861954212,0.0,0.0,0.008555370382964611,0.05050481855869293,0.0,0.0013532234588637948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.570644433661073
PLF_561_00005659,0.00032622902654111385,0.0004750092630274594,0.0,0.0012471824884414673,0.00020584581943694502,0.001312652719207108,0.0009840999264270067,0.0007266040774993598,0.0,0.000702329387422651,0.0002648835943546146,0.0,0.002338739112019539,0.002979329554364085,0.0,0.07443978637456894,0.0008705466170795262,0.0008365246467292309,0.0,0.0,0.0,0.001997492741793394,0.005976422224193811,0.0019756322726607323,0.0,0.0,0.0,0.0030086643528193235,0.0027564947959035635,0.0,0.009149901568889618,0.00856213178485632,0.00032069504959508777,0.0008710132096894085,0.00047166174044832587,0.0012485188199207187,0.0006570335244759917,0.0012482944875955582,0.0010953135788440704,0.0,0.0,0.0,0.0009313449845649302,0.0027595232240855694,0.0,0.0007609336753375828,0.0,0.0690956637263298,0.0,0.0010280554415658116,0.0,0.0,0.0,0.0,0.023349441587924957,0.001917399000376463,0.0,0.0,0.0,0.0016729842172935605,0.0,0.0,0.0,0.0,0.0005139718996360898,0.0008701297338120639,0.0013358042342588305,0.0012651876313611865,0.0005338512710295618,0.0036945436149835587,0.0001675379171501845,0.0,0.0,0.0,0.0,0.0,0.0012887567281723022,0.0006355175864882767,0.0,0.07131355255842209,0.0005089366459287703,0.0,0.0,2.459434290358331e-05,0.0,0.0,0.00983042735606432,0.0019898812752217054,0.0,0.00478001544252038,0.0,0.0,0.0,0.0,0.0,0.0,0.0004722269659396261,0.00045142360613681376,0.0006354775978252292,0.00023555639199912548,0.0028634180780500174,0.0013597579672932625,0.00024724399554543197,0.00325192604213953,0.0,0.0,0.0011838991194963455,0.0,0.0007320864824578166,0.0,0.05990268290042877,0.0,0.0,0.001023668679408729,0.0,0.0,0.0,0.0,0.023111065849661827,0.0003474389377515763,0.00663245702162385,0.0,0.0,0.0007965333061292768,0.004252473823726177,0.0,0.0035401927307248116,0.0,0.00042766210390254855,0.00043648603605106473,0.0008277598535642028,0.0,0.0,0.003224772633984685,0.0005318011390045285,0.0,0.0,0.0,0.001991339959204197,0.0005394930485635996,0.0,0.00055420130956918,0.0,0.061204977333545685,0.0,0.002067483263090253,0.0,0.0,0.0,0.0021855183877050877,0.0033354144543409348,0.00040316107333637774,0.0,0.0,0.0,0.0,0.0,0.0006607439718209207,0.0,0.0,0.516747430918258
PLF_561_00013901,0.0,0.004839531145989895,0.001087588258087635,0.0,0.0,0.0,0.0,0.0,0.0,0.06177879869937897,0.0,0.0,0.0,0.0,0.0,0.0021621291525661945,0.0,0.0,0.0,0.0,0.0,0.0004577113431878388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010843692347407341,0.0,0.0020107452291995287,0.0,0.0015269106952473521,0.0,0.0,0.04454773664474487,0.0,0.0070813545025885105,0.04683667793869972,0.0,0.008053765632212162,0.0,0.0,0.0,0.09238965064287186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008266028948128223,0.0,0.0020351416897028685,0.0,0.0,0.001016832422465086,0.0,0.0,0.04862945154309273,0.0,0.0,0.005303327925503254,0.008405344560742378,0.005853795446455479,0.0,0.0,0.0,0.0,0.0,0.0,0.0002937981334980577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006157220806926489,0.0,0.00131817942019552,0.0,0.0,0.001214227406308055,0.0,0.0,0.04045093059539795,0.0,0.040494322776794434,0.0,0.0,0.0011678162263706326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007987123914062977,0.0,0.000834903446957469,0.0,0.0,0.0,0.0,0.0,0.044398922473192215,0.0,0.005033102352172136,0.0,0.00016428023809567094,0.0,0.002801892813295126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5154429353715386
PLF_561_00004782,0.007137341424822807,0.0012128503294661641,0.0002861997636500746,0.0007384719792753458,0.03965854272246361,0.0025577093474566936,0.0006331381155177951,0.0,0.0,0.0,0.001980150118470192,0.0,0.0,0.0,0.0,0.0,0.003928971942514181,0.0,0.0,0.0,0.003025591839104891,0.0,0.0014209381770342588,0.0,0.008228369988501072,0.0,0.00010384247434558347,0.0,0.0,0.0021232611034065485,0.0,0.005902341101318598,0.005980306770652533,0.04507194831967354,0.0010476931929588318,0.00016395316924899817,0.0005627258797176182,0.0016951102297753096,0.00034396492992527783,0.0037551382556557655,0.0,0.0,0.002573458245024085,0.00014158710837364197,0.0,0.0,0.0,0.0005542971775867045,0.007239703554660082,0.0024387319572269917,0.0,0.0,0.0022425625938922167,0.00038495619082823396,0.0006757195806130767,0.0,0.0011729748221114278,0.0,0.014853542670607567,0.0,0.0024805222637951374,0.0,0.0,0.0,0.012312246486544609,0.0010691849747672677,0.0004283699963707477,0.0008250708924606442,0.04404984414577484,0.0019884223584085703,0.0006209142156876624,0.0016670434270054102,0.0,0.0,0.0015942812897264957,0.0,0.0010886952513828874,0.0,0.0023562160786241293,0.0006206455873325467,0.0031808773055672646,0.0,0.0041823056526482105,0.0018343818373978138,0.0,0.0,0.0,0.0025513209402561188,0.00164140691049397,0.0,0.0024410984478890896,0.0,0.0,0.0,0.0,0.009365515783429146,0.0061635361053049564,0.0019817815627902746,0.0014931460609659553,0.0009419721318408847,0.04399404302239418,0.0,0.0011710503604263067,0.002312064403668046,0.0,0.0015319574158638716,0.0020945153664797544,0.0,0.0,0.0,0.0002299714251421392,0.0,0.0049458094872534275,0.0,0.0,0.002684791339561343,0.002255768980830908,0.0,0.0,0.0,0.002527011791244149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0075406949035823345,0.0006711510941386223,0.00021445433958433568,0.001346609671600163,0.03967190161347389,0.0,0.0,0.0015429609920829535,0.0,0.0,0.0014521293342113495,0.0001703020097920671,0.01053532399237156,0.0012976843863725662,0.0,0.0,0.0011852432508021593,0.0,0.0017713485285639763,0.0,0.0022795137483626604,0.0,0.0,0.0,0.004431595094501972,0.0,0.007180102169513702,0.0,0.0,0.0,0.010479046031832695,0.002718759933486581,0.43495069946948206
ceftriaxone,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.001303411670960486,0.0,0.0025801900774240494,0.10109914094209671,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.00041978713124990463,0.001365017844364047,0.0027861129492521286,2.8926013328600675e-05,0.0017109123291447759,0.09019969403743744,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.01558938343077898,0.0,0.0009036454721353948,0.0026180690620094538,0.0,0.011895447969436646,0.05495138466358185,0.0,0.0,0.0,0.0,0.0163057092577219,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.002366730710491538,0.0,0.005975221749395132,0.06119222939014435,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.05215829610824585,0.0,0.0,0.0,0.0,0.0,0.42544931080919923
PLF_561_00008369,0.00068695965455845,0.000629505084361881,0.0014388225972652435,0.0006500682211481035,0.0,0.0,0.0,0.0,0.0,0.0,0.0007171095348894596,0.0,0.0,0.0,0.0,0.0,0.006813826039433479,0.0,0.0,0.0,0.0,0.0,0.0,0.06437542289495468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001441851258277893,0.0,0.0004050357674714178,0.0012653415324166417,0.0012241880176588893,0.0,0.00040637620259076357,0.0006532033439725637,0.0,0.0,8.231376705225557e-05,0.0,0.0,0.0,0.0,0.0,0.0017019392689689994,0.0,0.0,0.0,0.0,0.0,0.0,0.10494481027126312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003802462888415903,0.0,0.0004014612641185522,0.00032484877738170326,0.0,0.0012350704055279493,0.0,0.0008768930565565825,0.0,0.0,0.0008443252299912274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07612051069736481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00031011272221803665,0.0,0.000308915477944538,0.0,0.0,0.0,0.0010705221211537719,0.0,0.0,0.0,0.0010117044439539313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07610694319009781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008201529853977263,0.0,0.0,0.0011299547040835023,0.0,0.0,0.0008974999072961509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07362289726734161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42289883199555334
PLF_561_00009406,0.0006821234710514545,0.0013635294744744897,0.07465757429599762,0.00013741679140366614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017550213262438774,0.0038703549653291702,0.0,0.0,0.0,0.0,0.0011149453930556774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010423057392472401,0.0006462443852797151,0.0,0.0018842383287847042,0.0586923211812973,0.0,0.0,0.0,0.0,0.0,0.0,0.003368235193192959,0.0012605354422703385,0.0,0.0017846105620265007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018425910966470838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000305297551676631,0.0012255646288394928,0.0,0.06637132167816162,0.0,0.0,0.0,0.0,0.0,0.001050486695021391,0.0,0.0006614066660404205,0.0006006872281432152,0.0,0.0,0.0,0.0,0.0016306356992572546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00031601550290361047,0.0010144282132387161,0.0008602813468314707,0.06946484744548798,0.0,0.0,0.0,0.0,0.0,0.0009167619282379746,0.0,0.020353402942419052,0.0029623459558933973,0.0,0.0,0.0021278581116348505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003563750069588423,2.144367499568034e-05,0.0,0.0583372637629509,0.0,0.0,0.0,0.0008280877955257893,0.0,0.0,0.0,0.0017804410308599472,0.0,0.003519865684211254,0.004039456136524677,0.0,0.0,0.006056144367903471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4137595834708918
PLF_561_00009585,0.0,0.0,0.0034762707073241472,0.0016287676990032196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06839773058891296,0.0,0.0,0.0,0.0,0.0,0.001898201764561236,0.0,0.0,0.0,0.0,0.0,0.0012431134236976504,0.0038331574760377407,0.0006236116169020534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057064153254032135,0.0009364012512378395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002309077652171254,0.0010707981418818235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08009934425354004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008218711242079735,0.00028589912108145654,0.0,0.0004062822845298797,0.005488244350999594,0.0,0.0,0.0020953912753611803,0.0,0.0,0.0,0.0,0.0,0.010824735276401043,0.004081017337739468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06827494502067566,0.0,0.0,0.0,0.0,0.0,0.010652514174580574,0.0,0.0,0.0,0.0,0.0054466906003654,0.003727072849869728,0.0,0.002301562810316682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06630213558673859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4106858297600411
PLF_561_00019128,0.0,0.00036718460614793,0.009978524409234524,4.997619180358015e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037152462173253298,0.0,0.06085490807890892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002532435115426779,0.0,0.0,0.07417668402194977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005615450907498598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12267127633094788,0.0,0.0,0.0,0.010491954162716866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011941392440348864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016236786905210465,0.0,0.0,0.00501086562871933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10004086047410965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39686187325787614
PLF_561_00006091,0.0004942733212374151,0.00019386320491321385,0.0006954589625820518,0.000996352406218648,0.00026523953420110047,0.0,0.0017127328319475055,0.0,0.0,0.0027915718965232372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0617576502263546,0.0,0.0030951471999287605,0.0,0.0029416638426482677,0.0,0.004505140241235495,0.0,0.0,0.00840094592422247,0.0,0.0002654942509252578,0.0011926662409678102,6.163159559946507e-05,0.0010034700389951468,0.00015727982099633664,0.0,0.001757552265189588,0.0,0.0,0.0,0.0,0.0005296463496051729,0.00013606275024358183,0.0019150954904034734,0.0,0.0,0.0,0.0,0.0,0.0,0.0017391832079738379,0.02805926837027073,2.607545320643112e-05,0.0,0.012554622255265713,0.0,0.0,0.009075747802853584,0.009728273376822472,0.005287765525281429,0.0,0.0,0.0002431515749776736,0.00014023450785316527,0.0011961358832195401,0.00038713592221029103,0.0,0.0,0.0,0.0005824138061143458,0.0,0.0,0.0,0.008101260289549828,0.0006178321200422943,0.0,0.0,0.004112031776458025,0.0,0.0,0.0,0.0,0.0,0.04201727360486984,0.0,0.002483937656506896,0.00012496821000240743,0.0,0.0,0.0,0.000815917388536036,0.0,0.0,0.0,0.0004963609972037375,0.0009458113927394152,0.0012797972885891795,0.0,0.0005632673273794353,0.0,0.0015861737774685025,0.0,0.0,0.0,0.0,0.0,0.0,0.0017149016493931413,0.0,0.0,0.0008647884824313223,0.0,0.0,0.0,0.0,0.045181334018707275,0.0,0.0,0.0,0.002891514217481017,0.0,0.033731572329998016,0.0,0.0,0.0,0.004365469794720411,0.00035156987723894417,0.0004406399966683239,0.0005825785337947309,0.00029156761593185365,0.0,0.0032474978361278772,0.0003706084389705211,0.0,0.0,0.0,0.0001762062165653333,0.0009705935954116285,0.0,0.0,0.000692001252900809,0.0,0.00047407764941453934,0.0005331245483830571,0.0,0.0,0.004062030464410782,0.05005000904202461,0.0,0.0,0.01053688395768404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38856254742859164
piperacillin_tazobactam,,,,,,,,0.003504951950162649,0.0,0.01680082269012928,0.0013553109019994736,0.009802022948861122,1.0650486728991382e-05,0.007701961789280176,0.0,0.0,0.007559043820947409,0.008725114166736603,0.013714038766920567,0.0,0.0,0.0,0.0,0.0,0.005902870558202267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0021254855673760176,0.0,0.02095307596027851,0.0,0.0016542100347578526,0.034366730600595474,0.0015625706873834133,0.0,0.0,0.0,0.0043123941868543625,0.015194812789559364,0.0,0.0,0.0,0.0005060674739070237,0.0,0.00523311085999012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0024529825896024704,0.0,0.015078195370733738,0.0004476365866139531,0.008488811552524567,0.0017684560734778643,0.00328093976713717,0.0,0.0,0.0,0.006740119773894548,0.015470577403903008,0.0,0.0,0.0,0.0,0.0,0.01339342538267374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0033555347472429276,0.0,0.01783609949052334,0.0,0.017288101837038994,0.0,0.007832428440451622,0.0,0.0014704680070281029,0.006235633511096239,0.01160825602710247,0.014680513180792332,0.0,0.0,0.00047638744581490755,0.0,0.013313774019479752,0.0021102936007082462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.002111857058480382,0.0,0.014755393378436565,0.0004880600899923593,0.0011751804267987609,0.013999593444168568,0.001985246082767844,0.0,0.0,0.0,0.004721260629594326,0.012010481208562851,0.0,0.0,0.0,0.0,0.0,0.0031232202891260386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37868417365643836
aztreonam,,,,,,,,,,,,,,,,,,,,,0.0029037687927484512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041565801948308945,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.03567252680659294,0.002183852717280388,0.0,0.0,0.0,0.0005890924367122352,0.0,0.0,0.0,0.0,0.0,0.09781918674707413,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.004430303815752268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02232252061367035,,,,,,,,,,,,,,,,,,,,,0.016580229625105858,0.0021378996316343546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045459456741809845,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.010876244865357876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07693248242139816,0.3594733671634458
PLF_561_00005851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011394960805773735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025556781329214573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004087126813828945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019543790258467197,0.0003216465120203793,0.0,0.09229924529790878,0.00875492487102747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008442985126748681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.669668563408777e-05,0.0,0.12431582063436508,0.0070543549954891205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002908066613599658,0.00021849667245987803,0.0,0.09069027006626129,0.007769959047436714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3551859246872482
amoxicillin_clavulanic_acid,,0.002794247353449464,0.0015738133806735277,0.00015805383736733347,0.009224794805049896,0.0,0.014475449919700623,0.00290891551412642,0.0,0.0,0.005758116487413645,0.0,0.00112973025534302,0.0014142018044367433,0.0,0.0,0.005774130113422871,0.005419151857495308,0.0,0.0,0.0,0.0,0.0,0.0005367211997509003,0.0,0.0,0.011014794930815697,0.0,0.0,0.010480972938239574,0.0,0.0027174714487046003,,0.023286091163754463,0.001213833224028349,0.00027540355222299695,0.000773427018430084,0.0,0.010677801445126534,0.0022618169896304607,0.0,0.0,0.008712226524949074,0.002739091869443655,0.0,0.005728000309318304,0.0,0.0012921177549287677,0.009839074686169624,0.002257393905892968,0.0,0.000333707983372733,0.0,0.0,0.0045109097845852375,0.0,0.0,0.0,0.003935739863663912,0.00045084411976858974,0.0,0.0,0.0,0.004997896961867809,,0.0026562833227217197,0.0006084527703933418,0.0009577020537108183,0.017367631196975708,0.0005671342369168997,0.01415046863257885,0.0017120129195973277,0.0,0.0,0.005592331290245056,0.0,0.0006720623932778835,0.0014007529243826866,0.0,0.0008726107771508396,0.0049173589795827866,0.002227100310847163,0.0,0.0,0.0,0.0,0.0,0.0,0.00044168741442263126,0.0,0.002337732585147023,0.0012328237062320113,0.0001181159314000979,0.0,0.0,0.005641650408506393,,0.003224755637347698,0.0004172405751887709,0.0011086632730439305,0.009105340577661991,0.0,0.012752274982631207,0.002021972555667162,0.0,0.0,0.0059721567668020725,0.0,0.002360739978030324,0.0018549009691923857,0.0,0.0,0.006404890678822994,0.0022952675353735685,0.0,0.0,0.0005625525955110788,0.0,0.0,0.0017487675650045276,0.00040932229603640735,0.0,0.0,0.0,0.0,0.006268499419093132,0.0,0.0,,0.002700050361454487,0.0004781889438163489,0.0009459835127927363,0.009895785711705685,0.000435840425780043,0.014996414072811604,0.002669424284249544,0.0,0.0,0.005875275935977697,0.0026159887202084064,0.0,0.0,0.0,0.00017194671090692282,0.007993152365088463,0.002193456282839179,0.0,0.0,0.0,0.0,0.0,0.0011687647784128785,0.015922782942652702,0.0,0.0024923195596784353,0.0,0.003311902517452836,0.0,0.0,0.001937566907145083,0.3544520442956127
